板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
主板,000400,许继电气,1997-04-18,"1,018,622,249","1,015,065,609",C 制造业
主板,000401,金隅冀东,1996-06-14,"2,656,148,690","2,631,356,390",C 制造业
主板,000402,金 融 街,1996-06-26,"2,988,929,907","2,988,667,172",K 房地产
主板,000403,派林生物,1996-06-28,"950,397,386","940,680,912",C 制造业
主板,000404,长虹华意,1996-06-19,"695,995,979","693,418,335",C 制造业
主板,000407,胜利股份,1996-07-03,"880,084,656","875,782,212",D 水电煤气
主板,000408,藏格矿业,1996-06-28,"1,568,914,754","1,568,898,254",C 制造业
主板,000409,云鼎科技,1996-06-27,"677,663,405","590,473,484",I 信息技术
主板,000410,沈阳机床,1996-07-18,"2,649,073,009","1,971,018,333",C 制造业
主板,000411,英特集团,1996-07-16,"564,849,146","563,735,936",F 批发零售
主板,000415,渤海租赁,1996-07-16,"6,184,521,282","5,392,913,883",L 商务服务
主板,000417,合百集团,1996-08-12,"779,884,200","779,027,451",F 批发零售
主板,000419,通程控股,1996-08-16,"543,582,655","543,361,733",F 批发零售
主板,000420,吉林化纤,1996-08-02,"2,458,868,343","2,458,082,143",C 制造业
主板,000421,南京公用,1996-08-06,"574,415,734","574,208,022",D 水电煤气
主板,000422,湖北宜化,1996-08-15,"1,087,584,712","1,067,165,412",C 制造业
主板,000423,东阿阿胶,1996-07-29,"639,826,824","638,700,293",C 制造业
主板,000425,徐工机械,1996-08-28,"11,711,210,449","8,999,488,510",C 制造业
主板,000426,兴业银锡,1996-08-28,"1,775,635,739","1,775,173,814",B 采矿业
主板,000428,华天酒店,1996-08-08,"1,018,926,000","1,018,926,000",H 住宿餐饮
主板,000429,粤高速Ａ,1998-02-20,"1,742,056,126","1,303,329,906",G 运输仓储
主板,000430,张家界,1996-08-29,"809,635,372","370,556,486",N 公共环保
主板,000488,ST晨鸣,2000-11-20,"1,706,765,684","1,699,414,334",C 制造业
主板,000498,山东路桥,1997-06-09,"1,552,442,024","1,449,347,779",E 建筑业
主板,000501,武商集团,1992-11-20,"768,992,731","768,293,891",F 批发零售
主板,000503,国新健康,1992-11-30,"979,252,472","979,235,472",I 信息技术
主板,000504,南华生物,1992-12-08,"330,023,098","329,122,398",M 科研服务
主板,000505,京粮控股,1992-12-21,"661,975,251","661,975,251",C 制造业
主板,000506,招金黄金,1993-03-12,"929,017,761","928,706,961",B 采矿业
主板,000507,珠海港,1993-03-26,"919,734,895","902,354,455",G 运输仓储
主板,000509,华塑控股,1993-05-07,"1,073,128,052","1,073,124,808",C 制造业
主板,000510,新金路,1993-05-07,"648,543,589","606,983,942",C 制造业
主板,000513,丽珠集团,1993-10-28,"588,100,054","567,651,788",C 制造业
主板,000514,渝 开 发,1993-07-12,"843,770,965","843,770,965",K 房地产
主板,000516,国际医学,1993-08-09,"2,238,896,753","2,204,748,361",Q 卫生
主板,000517,荣安地产,1993-08-06,"3,183,922,485","2,491,986,416",K 房地产
主板,000518,四环生物,1993-09-08,"1,029,556,222","1,029,444,622",C 制造业
主板,000519,中兵红箭,1993-10-08,"1,392,558,982","1,392,558,982",C 制造业
主板,000520,凤凰航运,1993-10-25,"1,012,083,455","1,012,083,455",G 运输仓储
主板,000521,长虹美菱,1993-10-18,"881,733,881","875,535,139",C 制造业
主板,000523,红棉股份,1993-11-08,"1,835,468,461","1,794,818,054",C 制造业
主板,000524,岭南控股,1993-11-18,"670,208,597","670,008,507",L 商务服务
主板,000525,红太阳,1993-10-28,"1,302,938,641","1,111,760,005",C 制造业
主板,000526,学大教育,1993-11-01,"121,861,109","121,373,509",P 教育
主板,000528,柳    工,1993-11-18,"2,040,575,298","2,037,807,514",C 制造业
主板,000529,广弘控股,1993-11-18,"583,790,330","569,884,377",C 制造业
主板,000530,冰山冷热,1993-12-08,"601,712,507","600,116,725",C 制造业
主板,000531,穗恒运Ａ,1994-01-06,"1,041,401,332","909,745,488",D 水电煤气
主板,000532,华金资本,1994-01-03,"344,708,340","343,549,746",S 综合
主板,000533,顺钠股份,1994-01-03,"690,816,000","684,902,400",C 制造业
主板,000534,万泽股份,1994-01-10,"509,548,516","502,325,041",C 制造业
主板,000536,华映科技,1993-11-26,"2,766,032,803","2,763,082,516",C 制造业
主板,000537,绿发电力,1993-12-10,"2,055,717,899","2,055,712,049",D 水电煤气
主板,000538,云南白药,1993-12-15,"1,784,262,603","1,784,244,393",C 制造业
主板,000539,粤电力Ａ,1993-11-26,"4,451,875,986","2,555,386,899",D 水电煤气
主板,000541,佛山照明,1993-11-23,"1,232,104,992","1,230,519,707",C 制造业
主板,000543,皖能电力,1993-12-20,"2,266,863,331","2,266,863,331",D 水电煤气
主板,000544,中原环保,1993-12-08,"974,684,488","974,684,488",D 水电煤气
主板,000545,金浦钛业,1993-12-15,"986,833,096","985,403,096",C 制造业
主板,000546,金圆股份,1993-12-15,"777,648,262","696,705,206",C 制造业
主板,000547,航天发展,1993-11-30,"1,598,468,269","1,589,121,062",C 制造业
主板,000548,湖南投资,1993-12-20,"499,215,811","499,215,811",G 运输仓储
主板,000550,江铃汽车,1993-12-01,"519,214,000","518,463,130",C 制造业
主板,000551,创元科技,1994-01-06,"484,733,046","484,361,977",C 制造业
主板,000552,甘肃能化,1994-01-06,"5,351,818,140","3,725,814,906",B 采矿业
主板,000553,安道麦A,1993-12-03,"2,177,071,961","2,177,071,961",C 制造业
主板,000554,泰山石油,1993-12-15,"477,444,918","359,304,797",F 批发零售
主板,000555,神州信息,1994-04-08,"975,774,437","974,916,887",I 信息技术
主板,000557,西部创业,1994-06-17,"1,458,374,735","1,457,916,198",G 运输仓储
主板,000558,天府文旅,1994-05-09,"1,289,223,949","1,288,698,783",N 公共环保
主板,000559,万向钱潮,1994-01-10,"3,315,358,444","3,314,260,664",C 制造业
主板,000560,我爱我家,1994-02-02,"2,355,500,851","2,342,688,119",K 房地产
主板,000561,烽火电子,1994-05-09,"864,018,238","776,247,360",C 制造业
主板,000563,陕国投Ａ,1994-01-10,"5,113,970,358","5,113,970,358",J 金融业
主板,000564,供销大集,1994-01-10,"18,058,063,354","15,094,879,525",F 批发零售
主板,000565,渝三峡Ａ,1994-04-08,"433,592,220","433,572,720",C 制造业
主板,000566,海南海药,1994-05-25,"1,297,365,126","1,296,746,883",C 制造业
主板,000567,海德股份,1994-05-25,"1,954,592,155","1,948,764,564",J 金融业
